PERIODO,ESTU_DEPTO_RESIDE,ESTU_PRGM_ACADEMICO,ESTU_HORASSEMANATRABAJA,ESTU_GENERO,ESTU_PAGOMATRICULAPROPIO,FAMI_EDUCACIONPADRE,FAMI_TIENEAUTOMOVIL,FAMI_TIENELAVADORA,FAMI_ESTRATOVIVIENDA,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_EDUCACIONMADRE,MOD_RAZONA_CUANTITAT_PUNT,MOD_COMUNI_ESCRITA_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_INGLES_PUNT,MOD_COMPETEN_CIUDADA_PUNT,AGE,PUNT_GLOBAL,RENDIMIENTO
2022,BOGOTÁ,LICENCIATURA  EN MATEMATICAS,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,109,171.0,146,154.0,149,24.0,145.8,Medio
2022,BOGOTÁ,MATEMATICAS,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,189,132.0,201,160.0,146,22.0,165.6,Medio
2022,BOGOTÁ,INGENIERIA EN CONTROL Y AUTOMATIZACIÓN,0,F,Si,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Primaria incompleta,178,155.0,178,160.0,140,26.0,162.2,Medio
2022,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Menos de 10 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,143,86.0,160,177.0,177,22.0,148.6,Medio
2022,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,206,159.0,145,164.0,128,26.0,160.4,Medio
2022,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Más de 30 horas,M,Si,Primaria completa,Si,Si,Estrato 2,Si,Si,Primaria incompleta,152,123.0,158,167.0,160,24.0,152.0,Medio
2022,CUNDINAMARCA,LICENCIATURA EN PEDAGOGIA INFANTIL,Entre 11 y 20 horas,F,No,No Aplica,No,Si,Estrato 3,Si,Si,Postgrado,138,174.0,175,177.0,167,22.0,166.2,Medio
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,190,160.0,196,194.0,189,22.0,185.8,Alto
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 11 y 20 horas,F,Si,No Aplica,No,Si,Estrato 2,Si,Si,Educación profesional completa,172,145.0,176,177.0,182,22.0,170.4,Medio
2022,BOGOTÁ,INGENIERIA MECANICA,Entre 21 y 30 horas,M,Si,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Educación profesional completa,173,184.0,140,169.0,145,25.0,162.2,Medio
2022,BOGOTÁ,INGENIERIA FORESTAL,Menos de 10 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,No,Secundaria (Bachillerato) completa,181,166.0,221,152.0,173,26.0,178.6,Medio
2022,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,F,No,Primaria incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) completa,155,165.0,153,182.0,181,29.0,167.2,Medio
2022,BOGOTÁ,INGENIERIA ELECTRICA,Entre 21 y 30 horas,M,No,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica incompleta,182,110.0,181,115.0,154,23.0,148.4,Medio
2022,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 21 y 30 horas,F,Si,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,161,120.0,159,190.0,166,22.0,159.2,Medio
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 11 y 20 horas,M,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,186,0.0,175,151.0,195,24.0,141.4,Medio
2022,BOGOTÁ,INGENIERIA AMBIENTAL,Menos de 10 horas,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,189,122.0,198,167.0,183,22.0,171.8,Medio
2022,BOGOTÁ,INGENIERIA ELECTRONICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,204,124.0,198,206.0,205,24.0,187.4,Alto
2022,CUNDINAMARCA,COMUNICACION SOCIAL Y PERIODISMO,Entre 21 y 30 horas,F,No,Primaria incompleta,No,Si,Estrato 1,No,Si,Primaria completa,129,126.0,155,155.0,157,22.0,144.4,Medio
2022,BOGOTÁ,COMUNICACION SOCIAL Y PERIODISMO,Menos de 10 horas,F,No,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,154,164.0,181,191.0,177,21.0,173.4,Medio
2022,BOGOTÁ,INGENIERIA DE PRODUCCION,Entre 21 y 30 horas,F,No,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,183,165.0,203,194.0,159,23.0,180.8,Alto
2022,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 21 y 30 horas,M,No,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,202,154.0,203,200.0,205,22.0,192.8,Alto
2022,BOGOTÁ,INGENIERIA FORESTAL,Entre 11 y 20 horas,M,No,Educación profesional incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,175,161.0,205,163.0,155,23.0,171.8,Medio
2022,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Primaria incompleta,137,176.0,127,149.0,104,25.0,138.6,Medio
2022,BOGOTÁ,ARTES ESCENICAS,Entre 21 y 30 horas,F,Si,Educación profesional incompleta,No,Si,Estrato 3,No,No,Educación profesional incompleta,97,115.0,173,171.0,165,24.0,144.2,Medio
2022,BOGOTÁ,LICENCIATURA  EN MATEMATICAS,Menos de 10 horas,M,Si,No sabe,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,184,169.0,184,145.0,183,23.0,173.0,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Entre 21 y 30 horas,F,No,Ninguno,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,145,147.0,183,162.0,181,21.0,163.6,Medio
2022,BOGOTÁ,COMUNICACION SOCIAL Y PERIODISMO,Entre 21 y 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,143,160.0,183,179.0,202,24.0,173.4,Medio
2022,BOGOTÁ,COMUNICACION SOCIAL Y PERIODISMO,Entre 11 y 20 horas,F,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,180,196.0,192,173.0,204,22.0,189.0,Alto
2022,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,Más de 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,No,Si,Secundaria (Bachillerato) completa,158,156.0,188,157.0,186,21.0,169.0,Medio
2022,BOGOTÁ,INGENIERIA AMBIENTAL,Más de 30 horas,F,No,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,166,168.0,190,143.0,180,27.0,169.4,Medio
2022,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,177,173.0,162,149.0,146,25.0,161.4,Medio
2022,BOGOTÁ,ADMINISTRACION DEPORTIVA,Entre 11 y 20 horas,M,Si,Postgrado,No,Si,Estrato 2,Si,Si,Técnica o tecnológica incompleta,169,172.0,192,159.0,150,25.0,168.4,Medio
2022,BOGOTÁ,LICENCIATURA EN QUIMICA,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,176,153.0,189,171.0,190,23.0,175.8,Medio
2022,BOGOTÁ,INGENIERIA ELECTRONICA,Menos de 10 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 1,Si,Si,Postgrado,225,300.0,198,159.0,206,25.0,217.6,Alto
2022,BOGOTÁ,LICENCIATURA  EN MATEMATICAS,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,116,149.0,152,122.0,163,25.0,140.4,Medio
2022,BOGOTÁ,INGENIERIA AMBIENTAL,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Educación profesional completa,169,178.0,197,181.0,161,23.0,177.2,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Entre 21 y 30 horas,M,Si,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,184,175.0,181,161.0,167,23.0,173.6,Medio
2022,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,139,129.0,144,148.0,175,25.0,147.0,Medio
2022,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,No,Si,Técnica o tecnológica incompleta,177,178.0,158,170.0,177,23.0,172.0,Medio
2022,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,0,M,No,No sabe,No,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,163,139.0,180,147.0,142,22.0,154.2,Medio
2022,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,0,F,No,No sabe,No,Si,Estrato 2,No,Si,Secundaria (Bachillerato) incompleta,140,161.0,174,162.0,162,25.0,159.8,Medio
2022,BOGOTÁ,INGENIERIA ELECTRONICA,Más de 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,186,156.0,204,162.0,187,25.0,179.0,Medio
2022,BOGOTÁ,INGENIERIA EN CONTROL Y AUTOMATIZACIÓN,Más de 30 horas,F,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,164,300.0,187,156.0,158,24.0,193.0,Alto
2022,BOGOTÁ,INGENIERIA FORESTAL,0,M,No,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Postgrado,158,160.0,182,199.0,157,24.0,171.2,Medio
2022,BOGOTÁ,INGENIERIA INDUSTRIAL,Entre 11 y 20 horas,M,Si,No sabe,No,Si,Estrato 1,Si,Si,Primaria completa,206,156.0,173,172.0,113,24.0,164.0,Medio
2022,BOGOTÁ,COMUNICACION SOCIAL Y PERIODISMO,Entre 21 y 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Educación profesional completa,176,127.0,210,207.0,198,21.0,183.6,Alto
2022,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Entre 21 y 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,192,175.0,188,200.0,207,23.0,192.4,Alto
2022,CUNDINAMARCA,INGENIERÍA SANITARIA,Entre 11 y 20 horas,F,No,Primaria incompleta,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,182,123.0,161,180.0,174,22.0,164.0,Medio
2022,BOGOTÁ,INGENIERIA ELECTRICA,Menos de 10 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 4,Si,Si,Técnica o tecnológica completa,167,126.0,165,129.0,167,27.0,150.8,Medio
2022,BOGOTÁ,INGENIERIA AMBIENTAL,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,184,170.0,206,198.0,206,22.0,192.8,Alto
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,162,188.0,177,197.0,179,22.0,180.6,Alto
2022,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Entre 11 y 20 horas,F,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,147,163.0,155,190.0,179,23.0,166.8,Medio
2022,BOGOTÁ,INGENIERIA INDUSTRIAL,Más de 30 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,217,173.0,217,204.0,216,24.0,205.4,Alto
2022,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,196,157.0,171,197.0,165,25.0,177.2,Medio
2022,BOGOTÁ,LICENCIATURA EN FISICA,Más de 30 horas,M,Si,No sabe,No,Si,Sin Estrato,Si,Si,No sabe,115,189.0,103,144.0,116,25.0,133.4,Medio
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 11 y 20 horas,F,Si,Primaria incompleta,No,No,Estrato 3,No,Si,Secundaria (Bachillerato) incompleta,162,134.0,140,162.0,140,26.0,147.6,Medio
2022,BOGOTÁ,MATEMATICAS,Menos de 10 horas,M,No,Técnica o tecnológica completa,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) completa,175,155.0,203,199.0,185,21.0,183.4,Alto
2022,BOGOTÁ,LICENCIATURA EN QUIMICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,200,300.0,171,178.0,141,23.0,198.0,Alto
2022,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,131,127.0,151,170.0,145,23.0,144.8,Medio
2022,CUNDINAMARCA,INGENIERIA AMBIENTAL,Entre 21 y 30 horas,F,Si,Primaria completa,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) incompleta,187,120.0,205,189.0,189,28.0,178.0,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Menos de 10 horas,M,Si,Secundaria (Bachillerato) completa,No,No,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,182,300.0,192,205.0,190,23.0,213.8,Alto
2022,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Técnica o tecnológica incompleta,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,157,105.0,166,166.0,158,24.0,150.4,Medio
2022,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,No,Educación profesional incompleta,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,164,137.0,126,156.0,137,25.0,144.0,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Menos de 10 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,No,Si,Secundaria (Bachillerato) completa,224,300.0,300,209.0,193,22.0,245.2,Excelente
2022,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Menos de 10 horas,F,Si,Educación profesional completa,No,Si,Estrato 1,Si,Si,Técnica o tecnológica completa,102,154.0,161,176.0,111,22.0,140.8,Medio
2022,BOGOTÁ,INGENIERIA INDUSTRIAL,Más de 30 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 5,Si,Si,Secundaria (Bachillerato) completa,207,164.0,177,181.0,207,23.0,187.2,Alto
2022,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,Más de 30 horas,F,No,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,140,300.0,161,115.0,152,22.0,173.6,Medio
2022,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,M,Si,Primaria incompleta,No,No,Estrato 2,No,Si,Secundaria (Bachillerato) incompleta,171,155.0,185,163.0,179,27.0,170.6,Medio
2022,BOGOTÁ,COMUNICACION SOCIAL Y PERIODISMO,Menos de 10 horas,M,No,Educación profesional incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,129,162.0,180,196.0,188,20.0,171.0,Medio
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Más de 30 horas,F,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,171,168.0,169,181.0,195,23.0,176.8,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Menos de 10 horas,F,Si,Técnica o tecnológica incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,130,125.0,172,165.0,182,23.0,154.8,Medio
2022,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 11 y 20 horas,F,Si,Primaria completa,No,Si,Estrato 2,Si,No,Primaria incompleta,149,146.0,177,147.0,176,25.0,159.0,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Postgrado,143,137.0,161,154.0,157,23.0,150.4,Medio
2022,BOGOTÁ,COMUNICACION SOCIAL Y PERIODISMO,Entre 11 y 20 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Educación profesional completa,158,160.0,185,191.0,196,21.0,178.0,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Menos de 10 horas,F,Si,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,195,182.0,216,182.0,173,21.0,189.6,Alto
2022,BOGOTÁ,LICENCIATURA EN QUIMICA,Entre 21 y 30 horas,F,No,Primaria completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,157,156.0,185,158.0,175,22.0,166.2,Medio
2022,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,152,151.0,143,199.0,157,23.0,160.4,Medio
2022,BOGOTÁ,LICENCIATURA  EN MATEMATICAS,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,186,168.0,173,153.0,124,22.0,160.8,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Entre 11 y 20 horas,M,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Educación profesional incompleta,133,163.0,208,197.0,181,23.0,176.4,Medio
2022,BOGOTÁ,INGENIERIA ELECTRONICA,Más de 30 horas,M,No,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica incompleta,188,123.0,171,207.0,181,21.0,174.0,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,F,No,No sabe,No,Si,Estrato 1,Si,Si,Educación profesional completa,169,164.0,176,177.0,167,23.0,170.6,Medio
2022,BOGOTÁ,INGENIERIA AMBIENTAL,Entre 11 y 20 horas,F,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,175,81.0,183,190.0,179,22.0,161.6,Medio
2022,BOGOTÁ,INGENIERIA INDUSTRIAL,Entre 21 y 30 horas,M,Si,Postgrado,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,205,160.0,184,163.0,201,22.0,182.6,Alto
2022,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,Más de 30 horas,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria completa,188,155.0,175,155.0,177,29.0,170.0,Medio
2022,BOGOTÁ,INGENIERIA DE SISTEMAS,Más de 30 horas,M,Si,Postgrado,No,Si,Estrato 3,Si,Si,Primaria incompleta,223,164.0,161,196.0,99,23.0,168.6,Medio
2022,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 21 y 30 horas,F,Si,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,160,130.0,141,188.0,156,23.0,155.0,Medio
2022,CUNDINAMARCA,INGENIERIA INDUSTRIAL,Menos de 10 horas,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,184,152.0,185,192.0,205,24.0,183.6,Alto
2022,BOGOTÁ,ARTES ESCENICAS,Entre 21 y 30 horas,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,164,137.0,135,141.0,167,25.0,148.8,Medio
2022,BOGOTÁ,LICENCIATURA EN QUIMICA,Más de 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,170,178.0,162,148.0,170,22.0,165.6,Medio
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 21 y 30 horas,M,No,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Educación profesional completa,170,191.0,174,210.0,208,23.0,190.6,Alto
2022,BOGOTÁ,INGENIERIA TOPOGRAFICA,Menos de 10 horas,M,Si,No sabe,No,No,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,189,112.0,172,160.0,175,27.0,161.6,Medio
2022,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Entre 21 y 30 horas,M,Si,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Educación profesional completa,141,155.0,146,146.0,141,28.0,145.8,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,M,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,179,160.0,216,199.0,212,24.0,193.2,Alto
2022,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Menos de 10 horas,F,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,169,171.0,202,131.0,199,23.0,174.4,Medio
2022,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Menos de 10 horas,F,No,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,95,90.0,138,91.0,140,26.0,110.8,Bajo
2022,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,Entre 11 y 20 horas,F,No,Educación profesional incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,211,187.0,199,198.0,177,24.0,194.4,Alto
2022,BOGOTÁ,INGENIERIA FORESTAL,Entre 11 y 20 horas,F,No,Primaria completa,No,Si,Estrato 1,Si,Si,Primaria incompleta,185,163.0,175,156.0,132,23.0,162.2,Medio
2022,CUNDINAMARCA,INGENIERIA DE PRODUCCION,Entre 11 y 20 horas,F,Si,No sabe,No,Si,Estrato 1,Si,Si,Primaria completa,173,119.0,198,146.0,197,27.0,166.6,Medio
2022,BOGOTÁ,INGENIERIA MECANICA,0,M,Si,Ninguno,No,Si,Estrato 1,No,Si,Secundaria (Bachillerato) incompleta,208,176.0,132,163.0,110,26.0,157.8,Medio
2022,BOGOTÁ,INGENIERÍA SANITARIA,Menos de 10 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,155,169.0,186,162.0,177,23.0,169.8,Medio
2022,CUNDINAMARCA,INGENIERIA INDUSTRIAL,Más de 30 horas,F,No,Primaria incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) completa,191,160.0,151,174.0,186,26.0,172.4,Medio
2022,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 21 y 30 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,210,142.0,197,188.0,209,26.0,189.2,Alto
2022,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,Entre 21 y 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,216,132.0,173,162.0,197,26.0,176.0,Medio
2022,BOGOTÁ,INGENIERIA AMBIENTAL,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,198,163.0,161,197.0,202,24.0,184.2,Alto
2022,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 21 y 30 horas,M,No,No Aplica,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,194,118.0,157,193.0,171,23.0,166.6,Medio
2022,BOGOTÁ,ARTES MUSICALES,Menos de 10 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,171,167.0,157,161.0,151,24.0,161.4,Medio
2022,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,88,0.0,90,184.0,97,23.0,91.8,Bajo
2022,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Más de 30 horas,M,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,173,300.0,186,204.0,169,23.0,206.4,Alto
2022,BOGOTÁ,ADMINISTRACION AMBIENTAL,Menos de 10 horas,M,No,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,184,139.0,167,170.0,172,22.0,166.4,Medio
2022,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,163,125.0,179,183.0,169,26.0,163.8,Medio
2022,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,169,109.0,157,169.0,163,26.0,153.4,Medio
2022,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,No,Educación profesional incompleta,Si,Si,Estrato 3,Si,Si,Educación profesional incompleta,182,122.0,211,201.0,181,21.0,179.4,Medio
2022,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,F,Si,Primaria completa,Si,Si,Estrato 1,Si,Si,Técnica o tecnológica completa,203,157.0,147,139.0,162,25.0,161.6,Medio
2022,CUNDINAMARCA,INGENIERIA ELECTRONICA,Entre 21 y 30 horas,M,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,194,199.0,185,180.0,214,23.0,194.4,Alto
2022,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,0,M,No,Técnica o tecnológica incompleta,Si,Si,Estrato 3,Si,Si,Postgrado,225,300.0,206,211.0,185,22.0,225.4,Alto
